ID_PARTIDA,ID_SET,TIMEA,TIMEB,ATAQUE_A,SAQUE_A,BLOQUEIO_A,RECEPCAO_A,LEVANTAMENTO_A,DEFESA_A,ATAQUE_B,SAQUE_B,BLOQUEIO_B,RECEPCAO_B,LEVANTAMENTO_B,DEFESA_B,FASE_FINAL,VENCEU_SET_A_ANTERIOR,VENCEU_SET_B_ANTERIOR,VENCEU_SET_A,VENCEU_SET_B
11906,3,China,Netherlands,33.332499999999996,-6.059393939393939,0.0,45.16129032258065,11.668666666666667,52.7775,23.43734375,3.2254838709677416,11.111111111111109,46.664,4.917704918032787,11.537692307692309,False,True,False,True,False
11907,1,Canada,Serbia,43.33633333333333,-16.665833333333335,49.99875,19.045714285714286,13.336000000000002,4.16625,17.24241379310345,0.0,-53.84615384615385,22.22277777777778,17.24137931034483,47.82565217391304,False,,,True,False
11907,2,Canada,Serbia,32.14178571428572,-8.695217391304348,-10.0,4.347826086956522,25.002857142857145,27.77777777777778,23.52852941176471,8.334166666666667,0.0,30.002,9.09,43.479565217391304,False,True,False,False,True
11907,3,Canada,Serbia,33.33222222222222,0.0008333333333337597,-37.5,10.000499999999999,14.708823529411765,45.83291666666667,29.030967741935484,-9.09,-7.142857142857143,5.0,3.225806451612903,42.857142857142854,False,False,True,True,False
11907,4,Canada,Serbia,32.43108108108108,-8.0008,-19.999000000000002,-6.25,22.857142857142858,78.57071428571429,9.374374999999999,-0.0005555555555558397,-33.33266666666667,31.81863636363636,9.675806451612903,29.998,False,True,False,True,False
11908,1,Dominican Republic,Italy,46.153076923076924,-20.833333333333332,-60.0,38.88666666666667,12.496666666666664,11.11111111111111,29.62814814814815,-18.181818181818183,-62.5,41.17529411764706,18.517777777777777,38.46153846153846,False,,,True,False
11908,2,Dominican Republic,Italy,28.124062499999997,4.001200000000001,-36.36454545454546,37.49875,6.669,90.91,17.500750000000004,-15.788947368421054,25.0,22.729545454545455,12.498249999999999,63.63636363636363,False,True,False,True,False
11908,3,Dominican Republic,Italy,16.664791666666666,4.546363636363637,-20.0,17.390434782608697,2.1780434782608693,62.96296296296296,24.99825,-3.9995999999999996,11.11,38.095238095238095,7.318780487804878,34.9995,False,True,False,False,True
11908,4,Dominican Republic,Italy,23.81,4.0,-33.333333333333336,19.048571428571428,2.2260000000000004,55.55555555555556,19.99888888888889,-8.333333333333334,-37.5,37.5,15.556444444444447,52.17304347826087,False,False,True,True,False
11909,1,Brazil,Poland,11.111481481481482,-8.0,5.555,0.0,11.535384615384613,38.88777777777778,-2.8554285714285714,-9.089545454545453,-12.498750000000001,17.391304347826086,2.8542857142857145,68.75,False,,,True,False
